Query,Genus/Species,Nucleotide_acc,Protein_acc,start,end,dir,PfamID1,Description
WP_018692605.1,Algicola sagamiensis DSM 14643,NZ_KB894496.1,WP_018692610.1,83081,84179,+,PF16576,Barrel-sandwich domain of CusB or HlyD membrane-fusion
WP_018692605.1,Algicola sagamiensis DSM 14643,NZ_KB894496.1,WP_018692611.1,84182,87242,+,PF00873,AcrB/AcrD/AcrF family
WP_018692605.1,Algicola sagamiensis DSM 14643,NZ_KB894496.1,WP_018692612.1,87758,87293,-,PF01607,Chitin binding Peritrophin-A domain
WP_007966386.1,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,NZ_ACPX01000198.1,WP_007966367.1,5008,6238,+,PF07690,Major Facilitator Superfamily
WP_007966386.1,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,NZ_ACPX01000198.1,WP_007966369.1,7063,6586,-,PF00588,SpoU rRNA Methylase family
WP_007966386.1,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,NZ_ACPX01000198.1,WP_007966371.1,7551,7089,-,,
WP_007966386.1,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,NZ_ACPX01000198.1,WP_007966372.1,7937,8258,+,PF13698,Domain of unknown function (DUF4156)
WP_007966386.1,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,NZ_ACPX01000198.1,WP_005912222.1,8360,9377,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_007966386.1,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,NZ_ACPX01000198.1,WP_007966381.1,9488,10658,+,PF13784,Fic/DOC family N-terminal
WP_007966386.1,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,NZ_ACPX01000198.1,WP_007966383.1,10783,11686,+,PF00561,alpha/beta hydrolase fold
WP_007966386.1,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,NZ_ACPX01000198.1,WP_007966384.1,12222,11838,-,PF03692,Putative zinc- or iron-chelating domain
WP_007966386.1,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,NZ_ACPX01000198.1,WP_007966386.1,12543,14190,+,PF00501,AMP-binding enzyme
WP_007966386.1,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,NZ_ACPX01000198.1,WP_007966388.1,14198,15746,+,PF00486,"Transcriptional regulatory protein, C terminal"
WP_007966386.1,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,NZ_ACPX01000198.1,WP_007966390.1,16908,15945,-,PF00144,Beta-lactamase
WP_007966386.1,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,NZ_ACPX01000198.1,WP_007966392.1,17316,18327,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_007966386.1,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,NZ_ACPX01000198.1,WP_003468167.1,18391,18550,+,PF07043,Protein of unknown function (DUF1328)
WP_007966386.1,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,NZ_ACPX01000198.1,WP_017156424.1,18686,18880,+,,
WP_007966386.1,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,NZ_ACPX01000198.1,WP_011050184.1,18884,19131,+,,
WP_007966386.1,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,NZ_ACPX01000198.1,WP_014501541.1,19145,19327,+,,
WP_007966386.1,Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,NZ_ACPX01000198.1,WP_007966395.1,19336,19981,+,PF02036,SCP-2 sterol transfer family
WP_033836997.1,Xanthomonas citri subsp. malvacearum,NZ_CP013006.1,WP_087959233.1,4889675,4888883,-,PF00849,RNA pseudouridylate synthase
WP_033836997.1,Xanthomonas citri subsp. malvacearum,NZ_CP013006.1,WP_005912260.1,4890409,4889905,-,PF07883,Cupin domain
WP_033836997.1,Xanthomonas citri subsp. malvacearum,NZ_CP013006.1,WP_005912259.1,4892092,4890418,-,PF03109,ABC1 family
WP_033836997.1,Xanthomonas citri subsp. malvacearum,NZ_CP013006.1,WP_003488942.1,4892733,4892088,-,PF02036,SCP-2 sterol transfer family
WP_033836997.1,Xanthomonas citri subsp. malvacearum,NZ_CP013006.1,WP_005912258.1,4892926,4894030,+,PF07478,D-ala D-ala ligase C-terminus
WP_033836997.1,Xanthomonas citri subsp. malvacearum,NZ_CP013006.1,WP_078514869.1,4894394,4894598,+,,
WP_033836997.1,Xanthomonas citri subsp. malvacearum,NZ_CP013006.1,WP_003468167.1,4894774,4894615,-,PF07043,Protein of unknown function (DUF1328)
WP_033836997.1,Xanthomonas citri subsp. malvacearum,NZ_CP013006.1,WP_005912231.1,4895849,4894838,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_033836997.1,Xanthomonas citri subsp. malvacearum,NZ_CP013006.1,WP_033836997.1,4897741,4896079,-,PF00501,AMP-binding enzyme
WP_033836997.1,Xanthomonas citri subsp. malvacearum,NZ_CP013006.1,WP_005912227.1,4898063,4898447,+,PF03692,Putative zinc- or iron-chelating domain
WP_033836997.1,Xanthomonas citri subsp. malvacearum,NZ_CP013006.1,WP_005912225.1,4899502,4898599,-,PF00561,alpha/beta hydrolase fold
WP_033836997.1,Xanthomonas citri subsp. malvacearum,NZ_CP013006.1,WP_015471584.1,4899617,4900691,+,,
WP_033836997.1,Xanthomonas citri subsp. malvacearum,NZ_CP013006.1,WP_005912222.1,4901915,4900898,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_033836997.1,Xanthomonas citri subsp. malvacearum,NZ_CP013006.1,WP_003488921.1,4902337,4902016,-,PF13698,Domain of unknown function (DUF4156)
WP_033836997.1,Xanthomonas citri subsp. malvacearum,NZ_CP013006.1,WP_033836153.1,4902723,4903185,+,,
WP_033836997.1,Xanthomonas citri subsp. malvacearum,NZ_CP013006.1,WP_003488348.1,4903211,4903688,+,PF00588,SpoU rRNA Methylase family
WP_014957961.1,Desulfobacula toluolica Tol2,NC_018645.1,WP_014957953.1,2911664,2913545,+,PF00015,Methyl-accepting chemotaxis protein (MCP) signalling domain
WP_014957961.1,Desulfobacula toluolica Tol2,NC_018645.1,WP_014957954.1,2913516,2914260,+,PF01694,Rhomboid family
WP_014957961.1,Desulfobacula toluolica Tol2,NC_018645.1,WP_014957955.1,2914696,2916526,+,PF00015,Methyl-accepting chemotaxis protein (MCP) signalling domain
WP_014957961.1,Desulfobacula toluolica Tol2,NC_018645.1,WP_014957956.1,2916780,2921214,+,PF00109,"Beta-ketoacyl synthase, N-terminal domain"
WP_014957961.1,Desulfobacula toluolica Tol2,NC_018645.1,WP_014957957.1,2921336,2922617,+,PF12837,4Fe-4S binding domain
WP_014957961.1,Desulfobacula toluolica Tol2,NC_018645.1,WP_014957958.1,2922831,2923884,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_014957961.1,Desulfobacula toluolica Tol2,NC_018645.1,WP_014957959.1,2923877,2924792,+,PF00561,alpha/beta hydrolase fold
WP_014957961.1,Desulfobacula toluolica Tol2,NC_018645.1,WP_014957960.1,2924855,2925518,+,PF09687,Plasmodium RESA N-terminal
WP_014957961.1,Desulfobacula toluolica Tol2,NC_018645.1,WP_014957961.1,2925514,2927164,+,PF00501,AMP-binding enzyme
WP_014957961.1,Desulfobacula toluolica Tol2,NC_018645.1,WP_014957962.1,2928516,2927217,-,PF00571,CBS domain
WP_014957961.1,Desulfobacula toluolica Tol2,NC_018645.1,WP_014957963.1,2929320,2928573,-,PF01927,Mut7-C RNAse domain
WP_014957961.1,Desulfobacula toluolica Tol2,NC_018645.1,WP_014957964.1,2929574,2929358,-,PF04102,SlyX
WP_014957961.1,Desulfobacula toluolica Tol2,NC_018645.1,WP_014957965.1,2929859,2932283,+,PF01580,FtsK/SpoIIIE family
WP_014957961.1,Desulfobacula toluolica Tol2,NC_018645.1,WP_041279503.1,2932414,2932828,+,,
WP_014957961.1,Desulfobacula toluolica Tol2,NC_018645.1,WP_014957966.1,2933092,2933806,+,PF01925,Sulfite exporter TauE/SafE
WP_014957961.1,Desulfobacula toluolica Tol2,NC_018645.1,WP_014957967.1,2934965,2934002,-,PF00294,pfkB family carbohydrate kinase
WP_022669120.1,Desulfospira joergensenii DSM 10085,NZ_ATUG01000003.1,WP_022669112.1,894891,895755,+,PF13460,NAD(P)H-binding
WP_022669120.1,Desulfospira joergensenii DSM 10085,NZ_ATUG01000003.1,WP_022669113.1,895775,896240,+,PF00903,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
WP_022669120.1,Desulfospira joergensenii DSM 10085,NZ_ATUG01000003.1,WP_022669114.1,896299,896596,+,PF03992,Antibiotic biosynthesis monooxygenase
WP_022669120.1,Desulfospira joergensenii DSM 10085,NZ_ATUG01000003.1,WP_022669115.1,896862,897273,+,PF07366,SnoaL-like polyketide cyclase
WP_022669120.1,Desulfospira joergensenii DSM 10085,NZ_ATUG01000003.1,WP_022669116.1,897786,902034,+,PF00109,"Beta-ketoacyl synthase, N-terminal domain"
WP_022669120.1,Desulfospira joergensenii DSM 10085,NZ_ATUG01000003.1,WP_027363212.1,902030,903083,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_022669120.1,Desulfospira joergensenii DSM 10085,NZ_ATUG01000003.1,WP_022669118.1,903076,904027,+,PF00561,alpha/beta hydrolase fold
WP_022669120.1,Desulfospira joergensenii DSM 10085,NZ_ATUG01000003.1,WP_051148673.1,904032,904821,+,,
WP_022669120.1,Desulfospira joergensenii DSM 10085,NZ_ATUG01000003.1,WP_022669120.1,904817,906467,+,PF00501,AMP-binding enzyme
WP_022669120.1,Desulfospira joergensenii DSM 10085,NZ_ATUG01000003.1,WP_022669121.1,907765,906463,-,PF00571,CBS domain
WP_022669120.1,Desulfospira joergensenii DSM 10085,NZ_ATUG01000003.1,WP_022669122.1,908556,907761,-,PF01927,Mut7-C RNAse domain
WP_022669120.1,Desulfospira joergensenii DSM 10085,NZ_ATUG01000003.1,WP_022669123.1,908712,909183,+,PF11322,Protein of unknown function (DUF3124)
WP_022669120.1,Desulfospira joergensenii DSM 10085,NZ_ATUG01000003.1,WP_033399161.1,910002,911514,+,PF00496,"Bacterial extracellular solute-binding proteins, family 5 Middle"
WP_022669120.1,Desulfospira joergensenii DSM 10085,NZ_ATUG01000003.1,WP_022669127.1,911520,912465,+,PF00528,Binding-protein-dependent transport system inner membrane component
WP_022669120.1,Desulfospira joergensenii DSM 10085,NZ_ATUG01000003.1,WP_022669128.1,912464,913343,+,PF00528,Binding-protein-dependent transport system inner membrane component
WP_022669120.1,Desulfospira joergensenii DSM 10085,NZ_ATUG01000003.1,WP_022669129.1,913342,914314,+,PF00005,ABC transporter
WP_022669120.1,Desulfospira joergensenii DSM 10085,NZ_ATUG01000003.1,WP_022669130.1,914310,915309,+,PF00005,ABC transporter
WP_057920455.1,Lysobacter capsici,NZ_CP011130.1,WP_082648240.1,379597,377404,-,PF03781,Sulfatase-modifying factor enzyme 1
WP_057920455.1,Lysobacter capsici,NZ_CP011130.1,WP_057920449.1,380543,379640,-,PF00294,pfkB family carbohydrate kinase
WP_057920455.1,Lysobacter capsici,NZ_CP011130.1,WP_057920450.1,382066,380539,-,PF00144,Beta-lactamase
WP_057920455.1,Lysobacter capsici,NZ_CP011130.1,WP_057920451.1,384479,382208,-,PF00593,TonB dependent receptor
WP_057920455.1,Lysobacter capsici,NZ_CP011130.1,WP_036107659.1,385939,385057,-,PF03466,LysR substrate binding domain
WP_057920455.1,Lysobacter capsici,NZ_CP011130.1,WP_057920452.1,388895,386303,-,PF00474,Sodium:solute symporter family
WP_057920455.1,Lysobacter capsici,NZ_CP011130.1,WP_057920453.1,389838,388983,-,PF03328,HpcH/HpaI aldolase/citrate lyase family
WP_057920455.1,Lysobacter capsici,NZ_CP011130.1,WP_057920454.1,390098,391001,+,PF00561,alpha/beta hydrolase fold
WP_057920455.1,Lysobacter capsici,NZ_CP011130.1,WP_057920455.1,391008,392706,+,PF00501,AMP-binding enzyme
WP_057920455.1,Lysobacter capsici,NZ_CP011130.1,WP_057920456.1,393058,394069,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_057920455.1,Lysobacter capsici,NZ_CP011130.1,WP_036107675.1,394152,394314,+,PF07043,Protein of unknown function (DUF1328)
WP_057920455.1,Lysobacter capsici,NZ_CP011130.1,WP_057920457.1,394451,395114,+,PF02036,SCP-2 sterol transfer family
WP_057920455.1,Lysobacter capsici,NZ_CP011130.1,WP_036107681.1,395110,396799,+,PF03109,ABC1 family
WP_057920455.1,Lysobacter capsici,NZ_CP011130.1,WP_057920458.1,399871,397084,-,PF05193,Peptidase M16 inactive domain
WP_057920455.1,Lysobacter capsici,NZ_CP011130.1,WP_082648241.1,400006,400771,+,PF00849,RNA pseudouridylate synthase
WP_057920455.1,Lysobacter capsici,NZ_CP011130.1,WP_057920460.1,401371,400774,-,PF09832,Uncharacterized protein conserved in bacteria (DUF2059)
WP_039423968.1,Xanthomonas vesicatoria,NZ_JSXZ01000095.1,WP_039423968.1,0,1580,+,PF00501,AMP-binding enzyme
WP_039423968.1,Xanthomonas vesicatoria,NZ_JSXZ01000095.1,WP_039423971.1,1675,2686,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_039423968.1,Xanthomonas vesicatoria,NZ_JSXZ01000095.1,WP_003468167.1,2750,2909,+,PF07043,Protein of unknown function (DUF1328)
WP_039423968.1,Xanthomonas vesicatoria,NZ_JSXZ01000095.1,WP_039423974.1,3507,3024,-,PF00583,Acetyltransferase (GNAT) family
WP_039423968.1,Xanthomonas vesicatoria,NZ_JSXZ01000095.1,WP_039424000.1,4610,3503,-,PF07478,D-ala D-ala ligase C-terminus
WP_039423968.1,Xanthomonas vesicatoria,NZ_JSXZ01000095.1,WP_005988954.1,4949,5594,+,PF02036,SCP-2 sterol transfer family
WP_039423968.1,Xanthomonas vesicatoria,NZ_JSXZ01000095.1,WP_039423978.1,5590,7264,+,PF03109,ABC1 family
WP_039423968.1,Xanthomonas vesicatoria,NZ_JSXZ01000095.1,WP_039423981.1,7273,7777,+,PF07883,Cupin domain
WP_039423968.1,Xanthomonas vesicatoria,NZ_JSXZ01000095.1,WP_005988959.1,7891,8629,+,PF00849,RNA pseudouridylate synthase
WP_036107669.1,Lysobacter capsici AZ78,NZ_JAJA02000001.1,WP_060410524.1,3236167,3236779,+,,
WP_036107669.1,Lysobacter capsici AZ78,NZ_JAJA02000001.1,WP_036107690.1,3237306,3237903,+,PF09832,Uncharacterized protein conserved in bacteria (DUF2059)
WP_036107669.1,Lysobacter capsici AZ78,NZ_JAJA02000001.1,WP_082723620.1,3238671,3237906,-,PF00849,RNA pseudouridylate synthase
WP_036107669.1,Lysobacter capsici AZ78,NZ_JAJA02000001.1,WP_036107686.1,3238806,3241593,+,PF05193,Peptidase M16 inactive domain
WP_036107669.1,Lysobacter capsici AZ78,NZ_JAJA02000001.1,WP_036107681.1,3243523,3241834,-,PF03109,ABC1 family
WP_036107669.1,Lysobacter capsici AZ78,NZ_JAJA02000001.1,WP_036107678.1,3244182,3243519,-,PF02036,SCP-2 sterol transfer family
WP_036107669.1,Lysobacter capsici AZ78,NZ_JAJA02000001.1,WP_036107675.1,3244493,3244331,-,PF07043,Protein of unknown function (DUF1328)
WP_036107669.1,Lysobacter capsici AZ78,NZ_JAJA02000001.1,WP_036107672.1,3245587,3244576,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_036107669.1,Lysobacter capsici AZ78,NZ_JAJA02000001.1,WP_036107669.1,3247610,3245939,-,PF00501,AMP-binding enzyme
WP_036107669.1,Lysobacter capsici AZ78,NZ_JAJA02000001.1,WP_036107666.1,3248520,3247617,-,PF00561,alpha/beta hydrolase fold
WP_036107669.1,Lysobacter capsici AZ78,NZ_JAJA02000001.1,WP_036107662.1,3248779,3249634,+,PF03328,HpcH/HpaI aldolase/citrate lyase family
WP_036107669.1,Lysobacter capsici AZ78,NZ_JAJA02000001.1,WP_051547406.1,3249722,3252314,+,PF00474,Sodium:solute symporter family
WP_036107669.1,Lysobacter capsici AZ78,NZ_JAJA02000001.1,WP_036107659.1,3252542,3253424,+,PF03466,LysR substrate binding domain
WP_036107669.1,Lysobacter capsici AZ78,NZ_JAJA02000001.1,WP_036107656.1,3254002,3256273,+,PF00593,TonB dependent receptor
WP_036107669.1,Lysobacter capsici AZ78,NZ_JAJA02000001.1,WP_051547405.1,3256461,3257955,+,PF00144,Beta-lactamase
WP_036107669.1,Lysobacter capsici AZ78,NZ_JAJA02000001.1,WP_036107654.1,3257951,3258854,+,PF00294,pfkB family carbohydrate kinase
WP_036107669.1,Lysobacter capsici AZ78,NZ_JAJA02000001.1,WP_082723621.1,3258898,3261091,+,PF03781,Sulfatase-modifying factor enzyme 1
WP_101364530.1,Xanthomonas sp. CFBP8354,NZ_PHKW01000008.1,WP_101364525.1,28601,28124,-,PF00588,SpoU rRNA Methylase family
WP_101364530.1,Xanthomonas sp. CFBP8354,NZ_PHKW01000008.1,WP_101364526.1,29089,28627,-,,
WP_101364530.1,Xanthomonas sp. CFBP8354,NZ_PHKW01000008.1,WP_010370565.1,29475,29796,+,PF13698,Domain of unknown function (DUF4156)
WP_101364530.1,Xanthomonas sp. CFBP8354,NZ_PHKW01000008.1,WP_101364527.1,29897,30914,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_101364530.1,Xanthomonas sp. CFBP8354,NZ_PHKW01000008.1,WP_101364636.1,31128,32202,+,PF13784,Fic/DOC family N-terminal
WP_101364530.1,Xanthomonas sp. CFBP8354,NZ_PHKW01000008.1,WP_101364528.1,32371,33280,+,PF00561,alpha/beta hydrolase fold
WP_101364530.1,Xanthomonas sp. CFBP8354,NZ_PHKW01000008.1,WP_101364529.1,33452,33746,+,,
WP_101364530.1,Xanthomonas sp. CFBP8354,NZ_PHKW01000008.1,WP_101364637.1,34155,33771,-,PF03692,Putative zinc- or iron-chelating domain
WP_101364530.1,Xanthomonas sp. CFBP8354,NZ_PHKW01000008.1,WP_101364530.1,34372,36025,+,PF00501,AMP-binding enzyme
WP_101364530.1,Xanthomonas sp. CFBP8354,NZ_PHKW01000008.1,WP_101364531.1,36091,37102,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_101364530.1,Xanthomonas sp. CFBP8354,NZ_PHKW01000008.1,WP_003468167.1,37166,37325,+,PF07043,Protein of unknown function (DUF1328)
WP_101364530.1,Xanthomonas sp. CFBP8354,NZ_PHKW01000008.1,WP_010370546.1,37433,37669,+,,
WP_101364530.1,Xanthomonas sp. CFBP8354,NZ_PHKW01000008.1,WP_101364532.1,39011,37907,-,PF07478,D-ala D-ala ligase C-terminus
WP_101364530.1,Xanthomonas sp. CFBP8354,NZ_PHKW01000008.1,WP_101364533.1,39148,39793,+,PF02036,SCP-2 sterol transfer family
WP_101364530.1,Xanthomonas sp. CFBP8354,NZ_PHKW01000008.1,WP_101364534.1,39789,41463,+,PF03109,ABC1 family
WP_101364530.1,Xanthomonas sp. CFBP8354,NZ_PHKW01000008.1,WP_101364535.1,41472,41943,+,PF07883,Cupin domain
WP_101364530.1,Xanthomonas sp. CFBP8354,NZ_PHKW01000008.1,WP_101364536.1,42021,42792,+,PF00849,RNA pseudouridylate synthase
WP_058196336.1,Xanthomonas translucens,NZ_LNSU01000053.1,WP_058196330.1,5554,8428,+,PF05193,Peptidase M16 inactive domain
WP_058196336.1,Xanthomonas translucens,NZ_LNSU01000053.1,WP_058196331.1,8791,9109,+,PF13698,Domain of unknown function (DUF4156)
WP_058196336.1,Xanthomonas translucens,NZ_LNSU01000053.1,WP_003468109.1,9211,10228,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_058196336.1,Xanthomonas translucens,NZ_LNSU01000053.1,WP_058196332.1,10532,11696,+,PF13784,Fic/DOC family N-terminal
WP_058196336.1,Xanthomonas translucens,NZ_LNSU01000053.1,WP_058196333.1,11692,12328,+,,
WP_058196336.1,Xanthomonas translucens,NZ_LNSU01000053.1,WP_058196334.1,12324,13230,+,PF00561,alpha/beta hydrolase fold
WP_058196336.1,Xanthomonas translucens,NZ_LNSU01000053.1,WP_003468114.1,13491,13965,+,,
WP_058196336.1,Xanthomonas translucens,NZ_LNSU01000053.1,WP_039008369.1,14408,14033,-,PF03692,Putative zinc- or iron-chelating domain
WP_058196336.1,Xanthomonas translucens,NZ_LNSU01000053.1,WP_058196336.1,14611,16264,+,PF00501,AMP-binding enzyme
WP_058196336.1,Xanthomonas translucens,NZ_LNSU01000053.1,WP_039008367.1,16274,17750,+,PF00486,"Transcriptional regulatory protein, C terminal"
WP_058196336.1,Xanthomonas translucens,NZ_LNSU01000053.1,WP_058196335.1,18858,17733,-,PF00144,Beta-lactamase
WP_058196336.1,Xanthomonas translucens,NZ_LNSU01000053.1,WP_039008363.1,19055,20066,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_058196336.1,Xanthomonas translucens,NZ_LNSU01000053.1,WP_003468167.1,20128,20287,+,PF07043,Protein of unknown function (DUF1328)
WP_039009389.1,Xanthomonas translucens pv. cerealis,NZ_MADM01000088.1,WP_039008381.1,284,602,+,PF13698,Domain of unknown function (DUF4156)
WP_039009389.1,Xanthomonas translucens pv. cerealis,NZ_MADM01000088.1,WP_039008379.1,704,1721,+,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_039009389.1,Xanthomonas translucens pv. cerealis,NZ_MADM01000088.1,WP_039008377.1,1810,2974,+,PF13784,Fic/DOC family N-terminal
WP_039009389.1,Xanthomonas translucens pv. cerealis,NZ_MADM01000088.1,WP_039008375.1,2970,4605,+,PF01555,DNA methylase
WP_039009389.1,Xanthomonas translucens pv. cerealis,NZ_MADM01000088.1,WP_039008373.1,4606,7108,+,PF04851,"Type III restriction enzyme, res subunit"
WP_039009389.1,Xanthomonas translucens pv. cerealis,NZ_MADM01000088.1,WP_039008371.1,7104,8010,+,PF00561,alpha/beta hydrolase fold
WP_039009389.1,Xanthomonas translucens pv. cerealis,NZ_MADM01000088.1,WP_003468114.1,8271,8745,+,,
WP_039009389.1,Xanthomonas translucens pv. cerealis,NZ_MADM01000088.1,WP_039008369.1,9183,8808,-,PF03692,Putative zinc- or iron-chelating domain
WP_039009389.1,Xanthomonas translucens pv. cerealis,NZ_MADM01000088.1,WP_039009389.1,9386,11039,+,PF00501,AMP-binding enzyme
WP_039009389.1,Xanthomonas translucens pv. cerealis,NZ_MADM01000088.1,WP_039008367.1,11049,12525,+,PF00486,"Transcriptional regulatory protein, C terminal"
WP_039009389.1,Xanthomonas translucens pv. cerealis,NZ_MADM01000088.1,WP_039008365.1,13630,12508,-,PF00144,Beta-lactamase
WP_039009389.1,Xanthomonas translucens pv. cerealis,NZ_MADM01000088.1,WP_039008363.1,13827,14838,+,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_039009389.1,Xanthomonas translucens pv. cerealis,NZ_MADM01000088.1,WP_003468167.1,14900,15059,+,PF07043,Protein of unknown function (DUF1328)
WP_009022964.1,gamma proteobacterium NOR5-3,NZ_DS999405.1,WP_009022955.1,1416460,1417768,+,PF01546,Peptidase family M20/M25/M40
WP_009022964.1,gamma proteobacterium NOR5-3,NZ_DS999405.1,WP_013767984.1,1417913,1418465,+,,
WP_009022964.1,gamma proteobacterium NOR5-3,NZ_DS999405.1,WP_009022958.1,1419750,1420581,+,PF13145,PPIC-type PPIASE domain
WP_009022964.1,gamma proteobacterium NOR5-3,NZ_DS999405.1,WP_009022959.1,1420582,1421788,+,PF13795,HupE / UreJ protein
WP_009022964.1,gamma proteobacterium NOR5-3,NZ_DS999405.1,WP_083791618.1,1423394,1421801,-,PF07364,Metallopeptidase family M81
WP_009022964.1,gamma proteobacterium NOR5-3,NZ_DS999405.1,WP_050756233.1,1424823,1423422,-,PF09587,Bacterial capsule synthesis protein PGA_cap
WP_009022964.1,gamma proteobacterium NOR5-3,NZ_DS999405.1,WP_083791578.1,1425550,1424968,-,PF02635,DsrE/DsrF-like family
WP_009022964.1,gamma proteobacterium NOR5-3,NZ_DS999405.1,WP_009022963.1,1426529,1425515,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_009022964.1,gamma proteobacterium NOR5-3,NZ_DS999405.1,WP_009022964.1,1428231,1426539,-,PF00501,AMP-binding enzyme
WP_009022964.1,gamma proteobacterium NOR5-3,NZ_DS999405.1,WP_009022965.1,1429198,1428208,-,PF00561,alpha/beta hydrolase fold
WP_009022964.1,gamma proteobacterium NOR5-3,NZ_DS999405.1,WP_009022966.1,1430221,1429204,-,PF08541,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal
WP_009022964.1,gamma proteobacterium NOR5-3,NZ_DS999405.1,WP_009022967.1,1430611,1432255,+,PF02776,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain"
WP_009022964.1,gamma proteobacterium NOR5-3,NZ_DS999405.1,WP_009022968.1,1432786,1432300,-,,
WP_009022964.1,gamma proteobacterium NOR5-3,NZ_DS999405.1,WP_009022969.1,1434069,1432911,-,PF05684,Protein of unknown function (DUF819)
WP_009022964.1,gamma proteobacterium NOR5-3,NZ_DS999405.1,WP_009022970.1,1435169,1434149,-,PF02826,"D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain"
WP_009022964.1,gamma proteobacterium NOR5-3,NZ_DS999405.1,WP_009022971.1,1435295,1435583,+,,
WP_009022964.1,gamma proteobacterium NOR5-3,NZ_DS999405.1,WP_009022972.1,1435618,1437736,+,PF00593,TonB dependent receptor
WP_036194465.1,Lysobacter concretionis Ko07 = DSM 16239,NZ_AVPS01000007.1,WP_052103896.1,41098,39622,-,PF00535,Glycosyl transferase family 2
WP_036194465.1,Lysobacter concretionis Ko07 = DSM 16239,NZ_AVPS01000007.1,WP_036194452.1,42115,41506,-,PF01553,Acyltransferase
WP_036194465.1,Lysobacter concretionis Ko07 = DSM 16239,NZ_AVPS01000007.1,WP_036194454.1,42612,42195,-,PF00472,RF-1 domain
WP_036194465.1,Lysobacter concretionis Ko07 = DSM 16239,NZ_AVPS01000007.1,WP_036194457.1,44971,42796,-,PF01432,Peptidase family M3
WP_036194465.1,Lysobacter concretionis Ko07 = DSM 16239,NZ_AVPS01000007.1,WP_036194459.1,45860,45125,-,PF00849,RNA pseudouridylate synthase
WP_036194465.1,Lysobacter concretionis Ko07 = DSM 16239,NZ_AVPS01000007.1,WP_036194461.1,47678,45989,-,PF03109,ABC1 family
WP_036194465.1,Lysobacter concretionis Ko07 = DSM 16239,NZ_AVPS01000007.1,WP_052103898.1,48337,47674,-,PF02036,SCP-2 sterol transfer family
WP_036194465.1,Lysobacter concretionis Ko07 = DSM 16239,NZ_AVPS01000007.1,WP_036194463.1,49725,48699,-,PF01073,3-beta hydroxysteroid dehydrogenase/isomerase family
WP_036194465.1,Lysobacter concretionis Ko07 = DSM 16239,NZ_AVPS01000007.1,WP_036194465.1,51688,49981,-,PF00501,AMP-binding enzyme
WP_036194465.1,Lysobacter concretionis Ko07 = DSM 16239,NZ_AVPS01000007.1,WP_036194466.1,52916,51923,-,,
WP_036194465.1,Lysobacter concretionis Ko07 = DSM 16239,NZ_AVPS01000007.1,WP_036194469.1,54333,53397,-,PF00561,alpha/beta hydrolase fold
WP_036194465.1,Lysobacter concretionis Ko07 = DSM 16239,NZ_AVPS01000007.1,WP_036194470.1,55649,54545,-,,
WP_036194465.1,Lysobacter concretionis Ko07 = DSM 16239,NZ_AVPS01000007.1,WP_036194689.1,57216,55653,-,,
